Name,UID,Club,Based,Nat,DoB,Height,Weight,Best Pos,Transfer Value,Wage,Preferred Foot,Right Foot,Left Foot,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
Victor Lindelöf,93023425,Aston Villa,England (Premier League),SWE,17/7/1992 (30 years old),187 cm,80 kg,D (C),€36M - €43M,"€69,000 p/w",Right,Very Strong,Fairly Strong,3,10,12,7,14,6,13,4,10,15,13,12,14,14,8,14,9,13,14,14,12,7,10,8,15,14,12,13,13,13,13,14,16,13,16,13,1,2,1,3,2,1,1,2,1,3,2
Pau Torres,67217522,Aston Villa,England (Premier League),ESP,16/1/1995 (28 years old),191 cm,80 kg,D (C),€33M - €48M,"€140,000 p/w",Left,Reasonable,Very Strong,7,8,12,6,14,5,16,7,7,16,16,8,16,14,13,15,14,15,15,13,13,5,8,6,16,14,11,15,14,11,6,17,14,15,16,16,1,3,1,3,3,2,1,1,1,4,2
John McGinn,61043070,Aston Villa,England (Premier League),SCO,18/10/1992 (30 years old),181 cm,77 kg,"DM, M (C)",€31M - €47M,"€115,000 p/w",Left,Reasonable,Very Strong,12,13,14,14,13,10,13,13,9,10,14,10,13,15,15,14,14,12,13,11,16,13,13,13,13,16,14,17,14,13,14,9,16,14,17,15,3,1,1,2,3,3,1,1,2,4,2
Ezri Konsa,29141827,Aston Villa,England (Premier League),ENG,23/10/1995 (27 years old),183 cm,77 kg,D (C),€28M - €34M,"€105,000 p/w",Right,Very Strong,Reasonable,4,7,13,5,14,3,15,3,7,14,14,4,16,14,13,15,14,16,14,14,13,10,10,10,15,15,14,16,14,14,13,14,15,14,15,14,2,2,1,1,3,2,3,3,2,3,1
Boubacar Kamara,48043084,Aston Villa,England (Premier League),FRA,23/11/1997 (25 years old),184 cm,68 kg,DM,€25M - €39M,"€115,000 p/w",Right,Very Strong,Reasonable,6,8,12,5,14,6,14,8,5,15,15,7,15,14,12,16,14,16,14,14,13,10,9,13,16,16,13,16,14,14,15,14,16,15,15,13,4,1,2,2,3,2,2,2,1,3,1
Jadon Sancho,28108490,Aston Villa,England (Premier League),ENG,25/3/1998 (25 years old),180 cm,76 kg,"M/AM (RL), ST (RL)",€25M - €39M,"€80,000 p/w",Right,Very Strong,Reasonable,11,13,18,13,16,13,4,8,3,5,16,11,7,17,8,14,6,14,12,12,7,16,5,14,6,14,15,12,14,17,14,8,13,14,13,8,1,3,1,3,1,1,2,3,2,3,2
Ollie Watkins,29110623,Aston Villa,England (Premier League),ENG,30/12/1993 (29 years old),180 cm,70 kg,ST (C),€25M - €32M,"€140,000 p/w",Right,Very Strong,Reasonable,8,12,13,16,12,7,13,11,5,6,13,14,7,12,10,14,15,12,12,10,15,13,9,15,9,17,12,19,15,15,12,13,18,14,17,14,2,1,3,3,3,3,1,1,1,2,2
Emiliano Buendía,67201783,Aston Villa,England (Premier League),ARG,25/12/1994 (28 years old),170 cm,65 kg,"M/AM (RL), ST (RL)",€24M - €31M,"€93,000 p/w",Right,Very Strong,Reasonable,14,15,16,13,15,13,5,11,4,4,15,9,8,16,15,15,12,15,11,11,16,18,5,15,9,13,16,14,14,16,15,8,14,14,13,10,3,1,2,1,1,2,1,2,3,3,2
Donyell Malen,37055844,Aston Villa,England (Premier League),NED,19/1/1997 (26 years old),176 cm,68 kg,"M/AM (RL), ST (RL)",€23M - €36M,"€84,000 p/w",Right,Very Strong,Reasonable,12,11,15,13,14,11,12,12,6,6,12,13,6,15,11,14,9,13,12,13,13,14,6,13,6,12,12,11,16,16,13,8,12,16,13,12,2,1,3,1,1,3,1,3,2,3,3
Youri Tielemans,18077264,Aston Villa,England (Premier League),BEL,7/5/1995 (28 years old),176 cm,72 kg,"DM, M (C)",€23M - €35M,"€175,000 p/w",Right,Very Strong,Fairly Strong,11,13,13,12,16,12,9,14,3,11,18,14,12,17,13,15,11,14,12,13,13,15,13,14,13,14,17,13,11,12,12,8,13,10,12,10,2,2,3,3,1,1,4,2,4,3,2
Matty Cash,29147447,Aston Villa,England (Premier League),POL,7/8/1995 (27 years old),185 cm,79 kg,D/WB (RL),€18.5M - €24M,"€82,000 p/w",Right,Very Strong,Fairly Strong,10,11,13,12,14,10,12,12,17,9,13,8,12,12,15,15,13,10,11,12,15,11,9,14,11,16,11,16,14,14,13,10,15,14,15,12,3,3,1,3,2,1,2,3,2,1,2
Morgan Rogers,28115996,Aston Villa,England (Premier League),ENG,26/7/2000 (22 years old),187 cm,83 kg,"M/AM (RL), ST (RL)",€13M - €20M,"€41,000 p/w",Right,Very Strong,Fairly Strong,10,12,15,12,13,7,8,9,4,9,12,5,9,14,10,11,10,13,10,10,13,16,8,11,8,12,13,12,14,12,13,11,13,13,11,13,3,3,3,2,1,2,3,2,2,3,1
Ross Barkley,28058224,Aston Villa,England (Premier League),ENG,5/12/1991 (31 years old),189 cm,76 kg,M (C),€10.5M - €16.5M,"€65,000 p/w",Right,Very Strong,Fairly Strong,13,11,16,12,16,14,12,15,9,6,16,12,8,16,9,14,11,13,12,11,12,15,13,11,11,11,15,13,13,11,14,12,12,13,12,15,1,1,1,1,3,2,2,3,3,1,3
Marco Bizot,37005659,Aston Villa,England (Premier League),NED,10/3/1989 (34 years old),193 cm,88 kg,GK,€6.2M - €7.8M,"€52,000 p/w",Right Only,Very Strong,Weak,5,3,6,3,10,7,8,2,3,3,11,2,1,10,7,11,15,13,13,12,14,10,13,8,14,12,10,14,11,13,14,15,13,11,12,14,14,13,13,5,12,13,14,18,15,12,14
Evann Guessand,49041006,Aston Villa,England (Premier League),FRA,1/7/1999 (24 years old),185 cm,79 kg,ST (C),€400K - €8.8M,"€34,500 p/w",Right,Very Strong,Weak,5,8,13,12,13,6,12,11,4,5,12,7,6,14,12,13,14,11,10,12,15,14,5,14,6,12,13,14,15,14,15,13,15,14,15,14,2,3,1,1,1,3,3,2,3,1,1
Andrés García,2000241724,Aston Villa,England (Premier League),ESP,7/2/2001 (22 years old),183 cm,75 kg,"M/AM (RL), ST (RL)",€275K - €8M,"€33,000 p/w",Right,Very Strong,Strong,8,12,13,9,13,9,8,10,6,6,12,8,7,12,9,11,10,11,11,11,13,13,6,13,7,12,11,11,14,12,11,9,13,15,13,12,1,2,3,3,3,1,3,1,2,2,2
Lucas Digne,85033423,Aston Villa,England (Premier League),FRA,20/7/1991 (31 years old),178 cm,74 kg,D/WB (RL),Not for Sale,"€150,000 p/w",Left Only,Weak,Very Strong,13,15,13,8,14,16,12,13,15,10,14,6,13,14,13,14,15,15,13,12,16,10,8,15,11,14,13,15,15,15,13,8,15,14,16,11,1,1,3,1,4,2,1,3,3,1,3
Tyrone Mings,29074544,Aston Villa,England (Premier League),ENG,13/3/1991 (32 years old),196 cm,78 kg,D (C),Not for Sale,"€115,000 p/w",Left Only,Weak,Very Strong,9,10,13,6,12,5,16,9,12,14,15,2,15,13,15,13,16,14,13,13,16,12,18,13,14,15,12,14,15,14,13,15,16,14,14,15,4,3,1,1,2,2,2,2,3,1,2
Emiliano Martínez,14020367,Aston Villa,England (Premier League),ARG,2/9/1990 (32 years old),193 cm,85 kg,GK,Not for Sale,"€145,000 p/w",Right,Very Strong,Reasonable,7,2,3,1,11,10,5,2,1,1,12,3,3,11,7,15,15,13,14,14,15,8,13,11,13,14,7,13,10,16,13,15,13,10,12,12,16,14,12,12,16,14,17,7,18,15,11
Giorgio Scalvini,43500755,Atalanta,Italy (Serie A),ITA,11/12/2001 (21 years old),194 cm,87 kg,D (C),€59M - €70M,"€28,500 p/w",Right,Very Strong,Reasonable,5,9,12,8,12,4,14,9,6,14,12,5,15,13,13,17,14,14,15,14,15,7,9,7,15,16,12,16,12,13,13,15,15,13,15,14,2,2,3,2,2,1,4,1,3,3,2
Yunus Musah,28129089,Atalanta,Italy (Serie A),USA,29/11/2000 (22 years old),178 cm,71 kg,"DM, M (C)",€45M - €55M,,Right,Very Strong,Reasonable,11,12,13,11,14,10,9,11,7,13,13,11,13,13,15,14,14,13,14,13,16,11,11,13,15,16,13,15,14,14,15,9,15,14,15,13,2,2,2,1,2,2,1,3,3,1,2
Odilon Kossounou,93127195,Atalanta,Italy (Serie A),CIV,4/1/1999 (24 years old),191 cm,82 kg,D (C),€38M - €43M,"€49,000 p/w",Right,Very Strong,Reasonable,3,9,12,6,13,4,13,6,12,14,14,6,14,13,13,14,15,13,13,13,16,12,10,11,13,15,13,14,14,12,15,16,13,16,13,15,3,1,3,2,3,2,3,3,2,2,3
Lazar Samardžić,91182849,Atalanta,Italy (Serie A),SRB,24/2/2000 (23 years old),184 cm,79 kg,AM (C),€34M - €38M,"€65,000 p/w",Left,Fairly Strong,Very Strong,15,15,16,13,16,16,6,16,5,6,15,13,6,16,13,13,11,14,12,14,13,16,8,14,8,13,16,11,13,15,15,11,11,12,12,13,1,1,1,3,3,4,3,1,2,3,1
Ederson,19326796,Atalanta,Italy (Serie A),BRA,7/7/1997 (26 years old),183 cm,86 kg,"M (C), AM (RLC), ST (RL)",€26M - €32M,"€49,000 p/w",Right,Very Strong,Fairly Strong,8,11,14,13,14,8,14,13,6,12,14,10,13,15,13,16,12,13,13,14,15,15,8,16,13,15,14,14,14,14,13,10,12,14,15,13,1,1,3,2,1,3,2,2,3,1,3
Kamaldeen Sulemana,29244869,Atalanta,Italy (Serie A),GHA,15/2/2000 (23 years old),175 cm,69 kg,"M/AM (RL), ST (RL)",€24M - €28M,"€15,500 p/w",Right,Very Strong,Fairly Strong,8,11,15,14,12,6,5,12,2,3,11,10,3,16,9,12,11,12,9,12,13,17,3,14,5,9,12,12,18,15,8,8,12,18,8,7,4,4,1,2,1,1,2,3,2,2,4
Gianluca Scamacca,37053643,Atalanta,Italy (Serie A),ITA,1/1/1997 (26 years old),195 cm,85 kg,ST (C),€23M - €25M,"€115,000 p/w",Right,Very Strong,Fairly Strong,4,5,11,17,14,13,16,16,4,4,12,12,5,14,14,14,14,13,13,13,16,16,12,14,4,13,12,12,12,12,16,16,15,13,14,16,3,3,1,1,2,1,3,3,1,2,3
Ademola Lookman,29141828,Atalanta,Italy (Serie A),NGA,20/10/1995 (27 years old),174 cm,71 kg,"M/AM (RL), ST (RL)",€19.5M - €24M,"€44,500 p/w",Right,Very Strong,Fairly Strong,9,12,16,14,14,11,8,13,4,4,12,13,5,15,13,13,8,12,11,12,15,14,8,14,4,11,13,14,17,15,14,7,14,15,12,10,2,3,1,2,2,3,2,3,2,2,2
Charles De Ketelaere,18110528,Atalanta,Italy (Serie A),BEL,10/3/1999 (24 years old),192 cm,79 kg,"M (C), AM (RLC), ST (RL)",€19M - €24M,"€78,000 p/w",Left,Reasonable,Very Strong,8,14,14,13,15,9,13,12,9,7,14,14,11,16,8,13,9,12,13,13,13,14,8,14,10,15,15,13,14,15,15,16,13,14,14,14,2,3,4,1,2,2,3,3,2,1,3
Nicola Zalewski,43426126,Atalanta,Italy (Serie A),POL,23/1/2000 (23 years old),175 cm,63 kg,"M/AM (RL), ST (RL)",€17.5M - €23M,"€44,500 p/w",Right,Very Strong,Strong,10,11,15,8,15,9,5,9,4,10,14,9,12,15,12,11,13,10,10,11,14,14,4,13,10,12,14,12,15,14,12,7,13,15,12,9,3,3,1,1,3,1,1,1,1,2,3
Mario Pašalić,24021244,Atalanta,Italy (Serie A),CRO,9/2/1993 (30 years old),188 cm,82 kg,AM (C),€8.4M - €10.5M,"€35,500 p/w",Right,Very Strong,Strong,8,10,13,14,14,7,12,14,4,8,14,9,12,14,13,16,12,12,10,12,13,11,11,16,9,14,13,13,13,13,14,14,13,13,12,12,4,2,1,3,2,1,3,1,3,1,4
Raoul Bellanova,43295110,Atalanta,Italy (Serie A),ITA,17/5/1998 (25 years old),186 cm,78 kg,"M/AM (RL), ST (RL)",€6.2M - €7.8M,"€42,500 p/w",Right,Very Strong,Reasonable,8,13,13,8,13,5,11,6,10,12,12,5,10,12,11,13,14,12,11,12,15,10,7,13,12,10,11,13,16,12,13,12,15,17,15,13,2,3,3,3,1,1,3,3,3,1,3
Sead Kolašinac,92029805,Atalanta,Italy (Serie A),BIH,20/6/1991 (32 years old),183 cm,82 kg,D (RL),€5.6M - €7.8M,"€49,000 p/w",Left,Weak,Very Strong,4,10,11,7,12,6,15,8,8,14,11,8,15,11,17,15,18,10,12,12,17,9,9,12,13,15,9,17,14,13,15,12,18,16,14,17,1,3,2,3,1,1,2,1,1,2,4
Mitchel Bakker,37063645,Atalanta,Italy (Serie A),NED,20/6/1998 (25 years old),185 cm,74 kg,D/WB (RL),€3.9M - €5.6M,"€54,000 p/w",Left,Weak,Very Strong,11,11,12,9,12,12,12,10,13,12,12,8,13,11,15,13,14,12,10,11,12,10,8,14,12,12,11,14,14,12,15,12,15,16,14,14,2,2,2,4,1,1,3,3,2,2,4
Isak Hien,93083839,Atalanta,Italy (Serie A),SWE,13/1/1997 (26 years old),191 cm,88 kg,D (C),€2.9M - €5.2M,"€16,500 p/w",Right Only,Very Strong,Weak,6,8,10,5,10,5,15,7,9,15,10,5,15,10,16,12,15,10,14,11,15,8,7,8,12,12,9,13,13,13,13,17,12,14,14,17,3,3,2,3,1,3,3,2,2,3,1
Davide Zappacosta,43061433,Atalanta,Italy (Serie A),ITA,11/6/1990 (33 years old),185 cm,70 kg,D/WB (RL),€2.9M - €4M,"€32,000 p/w",Right,Very Strong,Weak,10,13,12,9,12,9,9,12,11,11,13,7,13,13,11,12,13,13,14,13,15,11,7,14,12,16,11,16,15,12,12,12,15,15,14,12,3,1,1,1,3,2,1,4,3,3,3
Berat Djimsiti,98015432,Atalanta,Italy (Serie A),ALB,19/2/1991 (32 years old),190 cm,83 kg,D (C),€2.7M - €6M,"€28,500 p/w",Right,Very Strong,Reasonable,5,7,8,5,10,4,15,5,5,16,11,4,15,11,13,15,16,13,13,13,15,6,11,7,14,15,10,14,11,12,13,16,14,12,14,17,2,3,2,2,1,2,1,2,3,2,1
Marten de Roon,37001813,Atalanta,Italy (Serie A),NED,29/3/1989 (34 years old),185 cm,76 kg,"DM, M (C)",€2.6M - €3.5M,"€35,500 p/w",Right,Very Strong,Reasonable,7,8,10,8,12,5,14,10,10,14,13,6,17,12,16,16,16,14,14,14,16,8,14,12,16,18,12,18,12,12,13,14,16,13,16,14,1,1,1,2,2,1,1,2,1,1,3
Nikola Krstović,62195758,Atalanta,Italy (Serie A),MNE,5/4/1998 (25 years old),185 cm,80 kg,ST (C),€2.5M - €6.6M,"€24,500 p/w",Right,Very Strong,Fairly Strong,7,8,13,13,13,9,14,12,4,7,11,12,10,13,14,13,12,10,13,13,16,11,9,13,8,12,10,14,13,13,14,13,15,13,14,13,1,1,3,3,3,3,1,3,3,1,4
Marco Carnesecchi,43298002,Atalanta,Italy (Serie A),ITA,1/7/1998 (25 years old),191 cm,83 kg,GK,€2.2M - €5.8M,"€3,700 p/w",Right Only,Very Strong,Weak,2,3,1,3,8,1,5,1,2,1,8,3,1,8,9,13,12,11,15,12,15,7,12,7,15,13,8,14,13,14,13,15,15,12,15,13,14,16,15,10,15,7,15,13,15,13,10
Marco Sportiello,43058979,Atalanta,Italy (Serie A),ITA,10/5/1990 (33 years old),192 cm,87 kg,GK,€2M - €3.1M,"€31,500 p/w",Right Only,Very Strong,Weak,1,1,4,1,8,1,5,8,6,1,8,4,9,10,10,14,12,14,12,12,13,3,13,1,13,13,10,12,9,14,13,15,13,11,14,13,14,15,13,8,13,13,15,13,16,9,12
Daniel Maldini,43371896,Atalanta,Italy (Serie A),ITA,11/10/1999 (23 years old),181 cm,74 kg,"M/AM (RL), ST (RL)",€1.1M - €3.2M,"€9,500 p/w",Right,Very Strong,Reasonable,13,12,12,10,12,14,13,11,5,6,12,11,7,13,9,13,12,12,11,11,15,12,7,14,7,11,11,11,13,13,11,10,12,13,12,11,1,1,3,1,2,2,2,2,2,3,2
Marco Brescianini,43318320,Atalanta,Italy (Serie A),ITA,20/1/1998 (25 years old),188 cm,80 kg,M (C),€1M - €2.7M,"€20,000 p/w",Left,Reasonable,Very Strong,5,7,13,12,13,13,10,13,8,11,13,12,12,13,10,11,11,11,10,12,15,10,12,13,13,13,13,13,14,13,14,13,16,14,13,13,1,3,3,4,2,3,1,2,2,3,2
Francesco Rossi,43039784,Atalanta,Italy (Serie A),ITA,27/4/1989 (34 years old),193 cm,86 kg,GK,€150K,"€3,700 p/w",Right Only,Very Strong,Weak,4,3,1,2,8,8,8,3,3,2,7,3,1,8,5,13,13,11,12,12,13,5,12,5,12,11,9,10,11,12,11,15,13,10,14,12,13,11,11,6,12,10,11,10,12,8,13
Julián Álvarez,14183207,Atlético,Spain (LaLiga),ARG,31/1/1998 (25 years old),170 cm,70 kg,ST (C),€88M - €112M,"€51,000 p/w",Right,Very Strong,Fairly Strong,14,11,13,15,16,13,10,14,6,5,13,13,8,15,11,14,12,15,12,15,14,17,7,15,8,16,13,16,15,14,13,7,15,13,16,13,3,3,3,1,3,1,3,3,1,1,1
Nahuel Molina,14129337,Atlético,Spain (LaLiga),ARG,6/4/1996 (27 years old),175 cm,70 kg,"M/AM (RL), ST (RL)",€61M - €74M,"€43,500 p/w",Right,Very Strong,Fairly Strong,12,14,13,11,13,11,8,12,13,12,14,6,13,14,13,13,14,13,14,13,15,13,11,16,12,13,14,15,15,15,12,8,15,15,14,12,2,4,3,2,3,3,1,2,3,2,3
Marcos Llorente,67196198,Atlético,Spain (LaLiga),ESP,30/1/1993 (30 years old),184 cm,73 kg,"DM, M (C)",€58M - €90M,"€155,000 p/w",Right,Very Strong,Reasonable,9,11,12,12,12,8,13,11,7,11,14,11,15,14,13,15,13,15,14,14,16,9,12,13,12,16,13,16,13,11,11,10,18,14,16,15,2,1,2,2,2,3,2,1,1,2,2
Álex Baena,67287665,Atlético,Spain (LaLiga),ESP,20/7/1999 (23 years old),174 cm,69 kg,AM (C),€49M - €60M,"€30,500 p/w",Right,Very Strong,Strong,10,12,14,14,15,14,10,13,10,8,16,8,9,16,15,12,11,11,12,14,6,14,11,11,10,11,14,11,13,14,13,8,15,13,13,11,1,2,2,1,3,2,2,1,3,4,3
Conor Gallagher,28108036,Atlético,Spain (LaLiga),ENG,6/2/1998 (25 years old),182 cm,77 kg,M (C),€46M - €72M,"€43,500 p/w",Right,Very Strong,Fairly Strong,12,12,13,14,13,13,8,12,6,9,13,7,13,13,17,11,15,13,13,14,17,12,11,14,12,15,13,19,15,14,11,10,16,13,17,11,3,3,1,2,1,2,1,2,1,2,1
Koke,67047092,Atlético,Spain (LaLiga),ESP,8/1/1990 (33 years old),178 cm,73 kg,M (C),€36M - €56M,"€300,000 p/w",Right,Very Strong,Fairly Strong,15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,15,15,16,10,16,13,15,17,15,16,13,12,15,9,14,13,15,12,3,2,3,2,1,4,1,1,3,1,3
Nicolás González,14181375,Atlético,Spain (LaLiga),ARG,6/4/1996 (27 years old),180 cm,75 kg,"AM (RL), ST (RL)",€35M - €45M,,Left,Weak,Very Strong,9,14,16,15,15,7,16,13,4,4,14,16,6,15,16,13,16,15,10,14,17,15,7,16,6,13,13,14,16,15,13,16,14,16,12,11,4,1,3,1,3,3,2,4,1,2,2
Robin Le Normand,48037162,Atlético,Spain (LaLiga),ESP,11/11/1994 (28 years old),187 cm,80 kg,D (C),€33M - €51M,"€43,500 p/w",Right Only,Very Strong,Weak,8,7,9,7,12,10,15,10,7,14,14,8,16,14,14,15,14,14,15,15,14,8,14,7,14,15,8,14,13,13,13,16,16,14,15,16,2,3,3,2,2,1,1,3,3,2,2
José Giménez,78060464,Atlético,Spain (LaLiga),URU,20/1/1993 (30 years old),185 cm,77 kg,D (C),€31M - €48M,"€96,000 p/w",Right,Very Strong,Reasonable,7,10,11,7,12,6,16,8,13,15,12,12,15,12,15,15,16,15,15,15,15,10,13,10,15,16,11,16,12,11,13,13,11,12,14,15,3,3,1,3,3,3,2,2,2,1,2
Matteo Ruggeri,43425834,Atlético,Spain (LaLiga),ITA,11/7/2000 (22 years old),179 cm,79 kg,D/WB (RL),€25M - €39M,"€28,500 p/w",Left,Reasonable,Very Strong,13,16,10,6,12,13,8,11,8,12,12,5,12,13,11,12,12,14,15,13,15,8,8,14,14,15,12,15,15,15,12,10,16,15,15,13,4,1,1,3,1,3,2,3,2,3,2
Clément Lenglet,85078880,Atlético,Spain (LaLiga),FRA,17/6/1993 (30 years old),186 cm,81 kg,D (C),€23M - €36M,"€35,000 p/w",Left,Weak,Very Strong,9,10,11,8,13,9,15,8,10,15,14,8,15,13,12,15,12,13,12,12,14,10,12,10,14,15,12,14,12,13,13,15,14,14,15,14,1,2,2,1,2,3,2,4,1,3,1
Giacomo Raspadori,43316850,Atlético,Spain (LaLiga),ITA,18/2/1998 (25 years old),172 cm,69 kg,ST (C),€20M - €32M,"€35,000 p/w",Right,Very Strong,Strong,13,11,13,14,15,14,11,12,4,4,13,13,6,15,12,14,11,14,12,13,14,16,11,16,6,15,13,14,14,16,14,7,15,14,12,11,3,3,2,3,1,2,1,3,3,1,1
Juan Musso,14048328,Atlético,Spain (LaLiga),ARG,6/5/1992 (31 years old),191 cm,93 kg,GK,€15M - €23M,"€19,500 p/w",Right Only,Very Strong,Weak,2,2,3,3,8,6,5,2,1,1,8,5,1,7,6,12,12,11,11,12,15,2,12,1,14,12,12,12,12,16,14,14,14,12,12,12,15,11,11,5,15,10,15,11,17,14,15
Javi Galán,67243881,Atlético,Spain (LaLiga),ESP,19/11/1992 (30 years old),172 cm,69 kg,D/WB (RL),€14.5M - €17.5M,"€29,000 p/w",Left Only,Weak,Very Strong,13,15,15,11,11,11,6,7,13,11,13,11,14,13,14,15,14,11,13,13,16,13,10,14,13,15,12,16,15,15,14,9,15,14,16,11,2,3,2,3,1,2,2,3,2,2,1
Dávid Hancko,63029353,Atlético,Spain (LaLiga),SVK,13/12/1995 (27 years old),188 cm,79 kg,D/WB (RL),€14.5M - €17.5M,"€28,500 p/w",Left,Weak,Very Strong,9,13,14,11,11,10,11,13,10,13,14,13,15,11,7,13,12,13,14,16,12,12,14,13,13,15,13,14,14,12,13,16,10,12,14,12,2,3,2,3,3,3,3,3,3,2,4
Alexander Sørloth,53063430,Atlético,Spain (LaLiga),NOR,5/12/1993 (29 years old),194 cm,90 kg,ST (C),€14M - €21M,"€30,500 p/w",Left,Fairly Strong,Very Strong,7,7,13,15,13,10,15,12,6,6,11,13,5,13,13,13,14,14,13,14,13,10,9,13,5,15,13,13,13,13,16,16,14,15,14,16,3,3,1,1,1,2,2,2,1,2,2
Thiago Almada,14172522,Atlético,Spain (LaLiga),ARG,26/4/1999 (24 years old),171 cm,64 kg,AM (C),€8.4M - €13M,"€72,000 p/w",Right,Very Strong,Weak,13,12,16,12,15,16,4,15,4,7,16,15,7,16,13,14,11,14,14,15,15,16,6,14,8,12,15,14,15,15,15,5,14,13,13,8,3,3,2,3,3,3,3,2,1,1,2
Pablo Barrios,2000125958,Atlético,Spain (LaLiga),ESP,15/6/2001 (22 years old),181 cm,75 kg,"DM, M (C)",€6.6M - €10M,"€14,500 p/w",Right,Very Strong,Weak,9,11,13,10,15,11,6,14,7,12,15,8,12,15,13,13,12,13,13,14,14,14,11,12,13,14,15,14,13,13,12,8,11,12,13,10,1,2,2,1,2,1,2,3,1,3,2
Johnny,89066513,Atlético,Spain (LaLiga),USA,20/9/1999 (23 years old),184 cm,78 kg,M (C),€6M - €7.2M,"€10,500 p/w",Right,Very Strong,Weak,7,9,12,11,14,10,11,9,9,12,13,13,13,13,10,13,13,14,13,13,13,11,14,14,13,15,13,13,12,12,13,13,13,12,14,14,2,3,3,1,1,1,3,1,3,1,2
Marc Pubill,2000101248,Atlético,Spain (LaLiga),ESP,20/6/2001 (22 years old),190 cm,78 kg,D/WB (RL),€400K - €9.2M,"€4,500 p/w",Right,Very Strong,Weak,8,12,10,8,11,8,11,9,11,12,12,7,13,11,13,13,13,12,13,13,16,9,8,12,12,14,9,15,13,11,11,11,14,15,14,13,2,2,2,3,1,2,4,1,3,1,1
Giuliano Simeone,14250859,Atlético,Spain (LaLiga),ARG,28/1/2000 (23 years old),180 cm,75 kg,ST (C),€250K - €2.5M,"€5,250 p/w",Right,Very Strong,Reasonable,7,11,12,14,10,9,11,10,6,5,10,11,8,13,14,13,17,11,14,12,7,11,13,12,7,14,9,16,14,12,12,9,11,13,14,11,2,2,1,3,3,1,1,3,2,1,1
Antoine Griezmann,67086656,Atlético,Spain (LaLiga),FRA,21/3/1989 (34 years old),175 cm,71 kg,AM (C),Not for Sale,"€275,000 p/w",Left,Fairly Strong,Very Strong,14,15,16,14,17,14,13,14,4,7,16,13,10,17,12,15,13,13,13,15,17,17,12,16,9,14,17,14,15,14,14,9,15,14,15,10,3,3,2,3,1,3,3,3,2,1,2
Jan Oblak,64016316,Atlético,Spain (LaLiga),SVN,7/1/1991 (32 years old),189 cm,84 kg,GK,Not for Sale,"€350,000 p/w",Right,Very Strong,Weak,3,3,2,3,12,4,2,3,3,3,16,12,2,10,8,11,13,16,15,15,15,15,15,2,16,12,8,12,11,13,13,13,9,13,13,13,15,15,15,4,18,16,16,9,19,15,14
Fabian Rieder,84152512,Augsburg,Germany (Bundesliga),SUI,16/2/2000 (23 years old),179 cm,74 kg,"M (C), AM (RLC), ST (RL)",€19M - €30M,"€19,750 p/w",Left,Reasonable,Very Strong,12,12,14,8,14,13,8,12,5,7,14,12,11,15,13,14,10,14,14,15,15,13,10,13,10,14,13,14,12,13,14,9,14,12,14,10,1,1,3,4,3,1,1,1,3,1,1
Alexis Claude-Maurice,48036267,Augsburg,Germany (Bundesliga),FRA,6/6/1996 (27 years old),175 cm,64 kg,"AM (RL), ST (RL)",€10M - €12.5M,"€7,000 p/w",Right,Very Strong,Reasonable,10,11,14,12,13,13,7,11,7,8,14,12,7,14,10,12,12,11,12,10,14,14,7,13,10,14,14,13,13,13,10,7,12,13,13,6,2,1,1,2,4,1,3,3,2,2,3
Cédric Zesiger,98035093,Augsburg,Germany (Bundesliga),SUI,24/6/1996 (27 years old),194 cm,92 kg,D (C),€9.8M - €12M,"€22,000 p/w",Left,Reasonable,Very Strong,3,6,8,6,11,4,15,6,10,14,12,6,12,10,16,14,16,12,14,12,16,6,12,8,14,13,11,14,11,10,14,16,13,13,13,17,4,1,2,3,1,1,4,1,1,2,3
Dimitris Giannoulis,36078574,Augsburg,Germany (Bundesliga),GRE,17/10/1993 (29 years old),178 cm,71 kg,D/WB (RL),€6.2M - €9.4M,"€13,500 p/w",Left Only,Very Weak,Very Strong,9,13,13,7,14,10,6,8,7,11,11,8,11,14,14,12,10,13,11,12,14,9,6,12,11,12,11,15,16,14,13,9,16,16,15,8,2,3,2,1,2,4,3,3,1,2,2
Marius Wolf,91124151,Augsburg,Germany (Bundesliga),GER,27/5/1993 (30 years old),188 cm,81 kg,D/WB (RL),€4.9M - €6.2M,"€26,000 p/w",Right,Very Strong,Reasonable,11,12,13,9,12,12,8,9,12,9,12,10,12,12,16,12,16,11,10,10,17,13,8,16,9,15,12,17,14,12,12,12,11,16,16,12,2,2,2,3,3,3,4,2,1,3,2
Arne Maier,91151073,Augsburg,Germany (Bundesliga),GER,8/1/1997 (26 years old),187 cm,84 kg,"DM, M (C)",€4M - €8M,"€25,000 p/w",Right,Very Strong,Reasonable,13,11,12,10,15,13,8,10,6,11,15,10,11,15,10,12,11,14,12,12,12,13,13,12,11,13,13,12,12,12,13,11,11,14,14,13,3,3,2,3,2,3,3,2,2,3,2
